path name,fit function,X0,X1,X2,X3,sigma,meanraw,X0err,X1err,X2err,X3err,ChiSqr
L1_TripleJet_84_68_48_VBF,quad,0.22233293254618253,0.018854310026991117,0.002398247181277087,0.0,0.05657411917133524,0,0.009101606838167629,0.0012048761923105745,3.918689750604439e-05,0.0,16.11517688366264
L1_Mu5_EG15,quad,0.1281794708558232,0.011713512111706605,0.0017105885079816768,0.0,0.041397401639473086,0,0.00666202266811248,0.000881761086531496,2.86723819460153e-05,0.0,8.602999209749242
L1_SingleIsoEG20er,quad,1.2150663352929048,0.29475958949554126,0.009007787756581608,0.0,0.42020173175652,0,0.06760799349966355,0.008950010781859034,0.00029108516841130184,0.0,889.0274091938832
L1_DoubleMu0_Eta1p6_WdEta18_OS,quad,0.0773520937227407,0.03738622368657678,0.0009017459651361264,0.0,0.04415815182946062,0,0.007103387034541157,0.0009403685196127013,3.0585709362514515e-05,0.0,9.829659502261222
L1_SingleJet200,quad,0.029874339418694773,0.009717809522462786,0.00029403980277856564,0.0,0.012892268692106766,0,0.0020743222438022652,0.0002746014739497867,8.930995291537864e-06,0.0,0.8368703308684132
L1_Mu3_JetC16_WdEtaPhi2,quad,3.762567070441964,0.008489229017005329,0.06861924872254445,0.0,1.176792860198573,0,0.18934890640721755,0.025066282637362745,0.0008152413933080866,0.0,6972.676629325192
L1_SingleMu25,quad,0.051189180694818495,0.10870419151549705,5.831018202531588e-05,0.0,0.11285226071903916,0,0.018153730262166268,0.0024032524573052148,7.816649757766102e-05,0.0,64.20032468971526
L1_SingleMu20,quad,0.08433375232134743,0.14447698182749993,0.00014743551198585504,0.0,0.1364872209318337,0,0.021954092082661438,0.002906331819990456,9.452909275635676e-05,0.0,93.90758660906144
L1_DoubleMu_10_0_WdEta18,quad,0.06270505949214682,0.02650262653443723,0.0006092855168616303,0.0,0.030951053266303954,0,0.0049785869296081,0.0006590767112567534,2.1436593082172853e-05,0.0,4.82911516709796
L1_SingleIsoEG30er,quad,0.2115256536770455,0.06452282281821041,0.0019949514445415256,0.0,0.09123020941635046,0,0.0146769936455867,0.001942945454191835,6.319146485992936e-05,0.0,41.906058839611084
L1_Mu6_DoubleEG10,quad,0.032986808456249406,0.0003322873501851991,0.0004295883278689526,0.0,0.008987191175058697,0,0.001445920473067561,0.00019141229153621766,6.225406953372336e-06,0.0,0.40667496226786143
L1_Mu10er_ETM30,quad,0.09507982076777166,-0.004742651488165904,0.001584818675482458,0.0,0.023272837098639514,0,0.003744167217345013,0.0004956560727792407,1.6120529104326113e-05,0.0,2.7270816062307515
L1_SingleJet176,quad,0.049952611007839876,0.015485851400243838,0.0004290443602086329,0.0,0.019802405210503228,0,0.003186022729735702,0.00042176975282411816,1.3717458827467266e-05,0.0,1.974400994429061
L1_SingleMu20er,quad,0.10637240045658584,0.08952666123710855,0.0003352376196771671,0.0,0.11967837721061396,0,0.01925402266020458,0.0025489189599926976,8.290377696663017e-05,0.0,72.20180933167242
L1_DoubleMu0,quad,0.7082237650006493,0.18890508304513914,0.015185212746565143,0.0,0.4363024539799338,0,0.07016967505868016,0.009289208171667769,0.00030213652993519506,0.0,959.6039098298664
L1_DoubleJetC100,quad,0.16983864295551576,0.031751523173000666,0.0012659614967223858,0.0,0.04800746518562775,0,0.007724847141799969,0.001022624307673547,3.3259069976129256e-05,0.0,11.604248652720525
L1_ETM30,quad,33.10252005051993,-5.250855041053692,0.647993805717116,0.0,7.188210736637327,0,1.156455739609946,0.15309261833206825,0.004979124341163081,0.0,260160.33104734152
L1_SingleJet52,quad,17.180818252809235,2.4786549876277597,0.19234365614813562,0.0,5.14508631431793,0,0.8277937977595726,0.10958439471971426,0.0035640760329541813,0.0,133286.08287027065
L1_TripleMu0,quad,0.03177902863238663,-0.00015234863590754544,0.0007241483756246118,0.0,0.013215195672922425,0,0.0021255653270904145,0.0002813881033193354,9.152276813312111e-06,0.0,0.8803672806317566
L1_IsoEG20er_TauJet20er_NotWdEta0,quad,0.2553324909914484,0.051109463489673414,0.0019562384760390588,0.0,0.07735467306357784,0,0.012447448588428339,0.0016478184941112971,5.359262367346658e-05,0.0,30.12815831443213
L1_SingleMu30,quad,0.053877289264108286,0.07678804383251651,0.0001320932680394748,0.0,0.09951737494062195,0,0.016008768996788603,0.0021192935977822603,6.893055522601364e-05,0.0,49.924591599879605
